Identifier,Title,Start date,End date,Number of deaths
IBD028760,"Kidnappers Kill 3, Kogi",2024-01-02,2024-01-04,3
IBD028751,"Banditry, Zamfara",2024-01-02,2024-01-02,6
IBD030226,"Kidnap Victims, Ogun",2024-01-02,2024-01-02,2
IBD030595,"Flood Disaster, Zamfara",2024-01-01,2024-08-28,13
IBD030130,"Cult Clash, Akwa Ibom",2024-01-01,2024-01-01,1
IBD028717,"Fulani Herdsmen Attack, Plateau",2024-01-01,2024-01-01,3
IBD030594,"Flood Disaster, Kano",2024-01-01,2024-08-28,23
IBD030587,"Flood Disaster, Bauchi",2024-01-01,2024-08-28,20
IBD028750,"Kidnappers Kill 1, Ebonyi",2024-01-01,2024-01-01,1
IBD028721,"Auto Crash, Ogun",2024-01-01,2024-01-01,2
IBD028723,"Man Kills Another, Ondo",2024-01-01,2024-01-01,1
IBD030596,"Flood Disaster, Sokoto",2024-01-01,2024-08-28,10
IBD028730,"Hoodlums vs Police, Adamawa",2024-01-01,2024-01-01,1
IBD028789,"Army Kills 11, Kaduna",2024-01-01,2024-01-07,11
IBD029622,"Ritual Killing, Lagos",2024-01-01,2024-04-29,10
IBD030600,"Flood Disaster, Kadun",2024-01-01,2024-08-28,1
IBD030591,"Flood Disaster, Borno",2024-01-01,2024-08-28,2
IBD030593,"Flood Disaster, Bayelsa",2024-01-01,2024-08-28,25
IBD030598,"Flood Disaster, Ebonyi",2024-01-01,2024-08-28,1
IBD030592,"Flood Disaster, Jigawa",2024-01-01,2024-08-28,18
IBD030589,"Flood Disaster, Taraba",2024-01-01,2024-08-28,7
IBD030590,"Flood Disaster, Yobe",2024-01-01,2024-08-28,7
IBD028732,"Boko Haram Attack, Borno",2024-01-01,2024-01-01,11
IBD031249,"Auto Crash, Anambra",2024-01-01,2024-10-31,12
IBD028749,"Men vs Neighbour, Kwara",2024-01-01,2024-01-01,1
IBD028718,"Auto Crash, Lagos",2023-12-31,2023-12-31,1
IBD028720,"Hoodlums vs Vigilante Commander, Edo",2023-12-31,2023-12-31,1
IBD028727,"Man vs Sex Worker, Delta",2023-12-31,2023-12-31,1
IBD028724,"Police vs Gunmen, Anambra",2023-12-31,2023-12-31,3
IBD028728,"Inferno, Delta",2023-12-31,2023-12-31,1
IBD028713,"Auto Crash, Ogun",2023-12-30,2023-12-30,1
IBD028710,"Tanker Explosion, Ebonyi",2023-12-30,2023-12-30,2
IBD028715,"Auto Crash, Niger",2023-12-30,2023-12-30,2
IBD028714,"Auto Crash, Niger",2023-12-30,2023-12-30,4
IBD028722,"Police vs Kidnappers, Delta",2023-12-30,2023-12-30,2
IBD028712,"Auto Crash, Ogun",2023-12-30,2023-12-30,1
IBD028711,"Gunmen Kill 3, Plateau",2023-12-29,2023-12-29,3
IBD028706,"Auto Crash, Imo",2023-12-29,2023-12-29,8
IBD028731,"Domestic Violence, Ogun",2023-12-29,2023-12-29,1
IBD028705,"Auto Crash, Gombe",2023-12-29,2023-12-29,6
IBD028746,"Banditry, Niger",2023-12-29,2023-12-29,3
IBD028707,"Vandals Kill NSCDC Officer, Borno",2023-12-28,2023-12-28,1
IBD029769,"One Killed, Lagos",2023-12-28,2023-12-28,1
IBD028725,"Banditry, Nasarawa",2023-12-28,2023-12-28,2
IBD028709,"Gunmen vs Policemen, Anambra",2023-12-28,2023-12-28,2
IBD028786,"Found Dead, FCT (Abuja)",2023-12-27,2023-12-27,1
IBD028703,"Auto Crash, Benue",2023-12-27,2023-12-27,3
IBD028699,"Marathon Race, Kogi",2023-12-26,2023-12-26,3
IBD028694,"Ritual Killing, Ogun",2023-12-26,2023-12-26,3
IBD028700,"Banditry, Kaduna",2023-12-26,2023-12-26,2
IBD028685,"Domestic Violence, Imo",2023-12-26,2023-12-26,1
IBD028683,"Banditry, Sokoto",2023-12-26,2023-12-26,12
IBD028689,"Police vs Kidnappers, Bauchi",2023-12-26,2023-12-26,6
IBD028677,"Auto Crash, Ogun",2023-12-26,2023-12-26,2
IBD028702,"Soldier Kills Driver, Borno",2023-12-26,2023-12-26,1
IBD028678,"Auto Crash, Kaduna",2023-12-26,2023-12-26,4
IBD028692,"Auto Crash, Ogun",2023-12-26,2023-12-26,1
IBD028681,"Fire Outbreak, Akwa Ibom",2023-12-25,2023-12-25,2
IBD028743,"Telephone Hawker, Edo",2023-12-25,2023-12-25,1
IBD028704,"Kidnappers, FCT (Abuja)",2023-12-25,2023-12-26,6
IBD028701,"Siblings Drown, Lagos",2023-12-25,2023-12-25,2
IBD028684,"Auto Crash, Osun",2023-12-25,2023-12-25,9
IBD028771,"Electrocution, Ogun",2023-12-25,2023-12-25,1
IBD028697,"Auto Crash, Rivers",2023-12-25,2023-12-25,1
IBD028698,"Fulani Herdsmen vs Farmers, Benue",2023-12-25,2023-12-25,4
IBD028773,"Electrocution, Ogun",2023-12-25,2023-12-25,1
IBD029078,"Masquerader vs Man, Anambra",2023-12-25,2023-12-25,1
IBD028690,"Guard Kills Man, Rivers",2023-12-25,2023-12-25,1
IBD028687,"Boko Haram Attack, Adamawa",2023-12-25,2023-12-25,2
IBD028669,"Cult Killing, Edo",2023-12-24,2023-12-24,4
IBD028665,"Auto Crash, FCT (Abuja)",2023-12-24,2023-12-24,1
IBD028666,"Terrorists Attack, Katsina",2023-12-24,2023-12-24,7
IBD028679,"Man vs Friend, Cross River",2023-12-24,2023-12-24,1
IBD028674,"Gunmen Attack, Plateau",2023-12-24,2023-12-24,23
IBD028696,"Hoodlums vs Worshippers, Ebonyi",2023-12-24,2023-12-24,3
IBD028682,"Pipeline Explosion, Rivers",2023-12-24,2023-12-24,22
IBD028670,"Soldiers vs Bandits, Kaduna",2023-12-24,2023-12-24,5
IBD028680,"Police Officer vs Colleague, Edo",2023-12-24,2023-12-24,1
IBD028673,"Army vs Bandits, Kaduna",2023-12-24,2023-12-24,1
IBD028668,"Soldiers vs Bandits, Kaduna",2023-12-23,2023-12-23,3
IBD028656,"Auto Crash, Ogun",2023-12-23,2023-12-23,2
IBD028686,"Man vs Neighbour, Ogun",2023-12-23,2023-12-23,1
IBD028662,"Fulani Herdsmen Attack, Plateau",2023-12-23,2023-12-23,17
IBD028663,"Kidnapping, Kwara",2023-12-23,2023-12-24,2
IBD028667,"Soldiers vs Bandits, Niger",2023-12-23,2023-12-23,2
IBD028695,"Hoodlums Kills Traditional Ruler, Enugu",2023-12-23,2023-12-23,1
IBD028708,"Banditry, FCT (Abuja)",2023-12-23,2023-12-29,4
IBD028659,"Gunmen Kill 12, Plateau",2023-12-23,2023-12-23,83
IBD028660,"Auto Crash, Jigawa",2023-12-23,2023-12-23,11
IBD028658,"Businesswoman, Benue",2023-12-23,2023-12-23,1
IBD028657,"Building Collapse, Lagos",2023-12-22,2023-12-22,3
IBD028693,"Domestic Violence, Rivers",2023-12-22,2023-12-22,1
IBD028672,"Vigilante vs Man, Abia",2023-12-21,2023-12-21,1
IBD028661,"Couple vs Man, Kano",2023-12-21,2023-12-21,1
IBD028671,"Soldiers vs Bandits, Kaduna",2023-12-21,2023-12-21,3
IBD028691,"One Drowns, Lagos",2023-12-21,2023-12-21,1
IBD029092,"Man vs Mother, Cross River",2023-12-21,2023-12-21,1
IBD028655,"Assailants vs Man, Edo",2023-12-20,2023-12-20,1
IBD028650,"Police vs Armed Robbery, Kwara",2023-12-20,2023-12-20,1
IBD028654,"Bandits Kill Man, Zamfara",2023-12-20,2023-12-20,1
IBD028791,"Security Operatives vs Youth, Delta",2023-12-20,2023-12-20,2
IBD028646,"Auto Crash, Anambra",2023-12-20,2023-12-20,1
IBD028664,"Ritual Killing, Ogun",2023-12-20,2023-12-20,2
IBD028648,"Fulani Militants Attack, Plateau",2023-12-20,2023-12-20,2
IBD028736,"Quackery, Kano",2023-12-20,2023-12-20,1
IBD028642,"Domestic Issue, Kwara",2023-12-19,2023-12-19,1
IBD028635,"Police vs Kidnapper, Enugu",2023-12-19,2023-12-19,1
IBD028645,"Boko Haram Attack, Borno",2023-12-19,2023-12-19,2
IBD028637,"Auto Crash, Ogun",2023-12-19,2023-12-19,3
IBD028636,"Bandits Kill 1, Sokoto",2023-12-19,2023-12-19,1
IBD028638,"Police vs Bandits, Taraba",2023-12-19,2023-12-19,4
IBD028641,"Police vs Bandit, Enugu",2023-12-19,2023-12-19,1
IBD028639,"Boyfriend and Girlfriend, Bauchi",2023-12-18,2023-12-18,1
IBD028632,"Gunmen vs Police, Akwa Ibom",2023-12-18,2023-12-18,1
IBD028634,"Farmers vs Herders, Kano",2023-12-18,2023-12-18,1
IBD028624,"Police vs Bank Robbers, Benue",2023-12-18,2023-12-18,2
IBD028647,"Mob vs Man, Ogun",2023-12-18,2023-12-18,1
IBD028616,"Cult Clash, Ogun",2023-12-18,2023-12-18,1
IBD028623,"Inferno, Oyo",2023-12-18,2023-12-18,2
IBD028626,"Police vs Hoodlums, Delta",2023-12-17,2023-12-17,2
IBD028629,"Police Kill Colleague, Rivers",2023-12-17,2023-12-17,1
IBD028628,"Bandits vs Ansaru Militants, Kaduna",2023-12-17,2023-12-17,35
IBD028738,"Park Official Kills Preacher, Ogun",2023-12-17,2023-12-17,1
IBD028622,"Auto Crash, Ogun",2023-12-17,2023-12-17,2
IBD028615,"Auto Crash, Ogun",2023-12-17,2023-12-17,2
IBD028621,"Landlord vs Student, Delta",2023-12-16,2023-12-16,1
IBD028612,"Auto Crash, Ogun",2023-12-16,2023-12-16,3
IBD028643,"Boko Haram Attack, Yobe",2023-12-16,2023-12-16,1
IBD028619,"Police vs Hoodlums, Rivers",2023-12-16,2023-12-16,2
IBD028618,"Banditry, Zamfara",2023-12-16,2023-12-16,4
IBD028614,"Banditry, Katsina",2023-12-16,2023-12-16,4
IBD028653,"Vigilantes vs Herders, FCT (Abuja)",2023-12-16,2023-12-20,3
IBD028644,"Auto Crash, Enugu",2023-12-15,2023-12-15,1
IBD031332,"Kidnap Victim, RIvers",2023-12-15,2023-12-15,1
IBD028652,"Banditry, Plateau",2023-12-15,2023-12-15,1
IBD028929,"Auto Crashes, Delta",2023-12-15,2024-01-15,3
IBD029617,"Domestic Violence, Adamawa",2023-12-15,2023-12-15,1
IBD028633,"Assailants vs Businessman, Ogun",2023-12-15,2023-12-15,1
IBD028610,"Army vs Bandits, Sokoto",2023-12-14,2023-12-14,3
IBD028640,"Police vs Kidnappers, Rivers",2023-12-14,2023-12-14,2
IBD028625,"Police vs Kidnappers, Katsina",2023-12-14,2023-12-15,2
IBD028627,"Domestic Violence, Lagos",2023-12-14,2023-12-14,1
IBD028608,"Inferno, Zamfara",2023-12-13,2023-12-13,2
IBD028601,"Auto Crash, Zamfara",2023-12-13,2023-12-13,6
IBD028600,"Water Tank Collapse, Ondo",2023-12-13,2023-12-13,2
IBD028603,"Inferno, Enugu",2023-12-13,2023-12-13,1
IBD028649,"Domestic Violence, Lagos",2023-12-13,2023-12-13,1
IBD028589,"Auto Crash, Ogun",2023-12-12,2023-12-12,10
IBD028594,"Boat Mishap, Adamawa",2023-12-12,2023-12-12,2
IBD028595,"Found Dead, Ondo",2023-12-12,2023-12-12,1
IBD028593,"Auto Crash, Osun",2023-12-12,2023-12-12,1
IBD028604,"Robbery Attack, Ekiti",2023-12-12,2023-12-12,3
IBD028602,"Electrocution, Ogun",2023-12-11,2023-12-11,1
IBD028596,"Generator Fume, Delta",2023-12-11,2023-12-11,2
IBD028607,"Kidnappers Kill 1, Ogun",2023-12-11,2023-12-11,1
IBD028581,"Gunmen Attack, Anambra",2023-12-11,2023-12-11,8
IBD028590,"Gunmen vs Soldiers, Rivers",2023-12-11,2023-12-11,6
IBD028599,"Soldiers vs Bouncer, Bonny",2023-12-11,2023-12-11,1
IBD028591,"Security Operatives vs Gunmen, Anambra",2023-12-11,2023-12-11,1
IBD028587,"Auto Crash, Anambra",2023-12-10,2023-12-10,1
IBD028592,"NAF vs Bandit Leader, Niger",2023-12-10,2023-12-10,1
IBD028578,"NAF vs Bandits, Niger",2023-12-10,2023-12-10,40
IBD028582,"Gunmen vs Guard, FCT (Abuja)",2023-12-10,2023-12-10,1
IBD028576,"Auto Crash, Kaduna",2023-12-10,2023-12-10,17
IBD028585,"Auto Crash, Delta",2023-12-10,2023-12-10,3
IBD028524,"Domestic Violence, Adamawa",2023-12-10,2023-12-10,1
IBD028597,"Gunmen vs Monarch's Aide, Cross River",2023-12-10,2023-12-10,6
IBD028584,"Fulani Herdsmen, Plateau",2023-12-10,2023-12-10,4
IBD028533,"Tanker Explosion, Nasarawa",2023-12-09,2023-12-09,6
IBD028605,"Police vs Kidnappers, Delta",2023-12-09,2023-12-09,1
IBD028579,"Kidnappers Kill Vigilante, Bauchi",2023-12-09,2023-12-09,1
IBD028575,"Ritual Killing, Ondo",2023-12-09,2023-12-09,1
IBD028583,"Driver vs Baker, Lagos",2023-12-08,2023-12-08,1
IBD028572,"Auto Crash, Ogun",2023-12-08,2023-12-08,1
IBD028586,"Man vs Friend, Lagos",2023-12-08,2023-12-08,1
IBD028566,"Security Operative vs Graduate, Anambra",2023-12-07,2023-12-07,3
IBD028574,"Miners, Zamfara",2023-12-07,2023-12-07,3
IBD028620,"Boy Die in Elevator, Lagos",2023-12-06,2023-12-06,1
IBD028547,"Auto Crash, Kogi",2023-12-05,2023-12-05,1
IBD028553,"Auto Crash, Lagos",2023-12-05,2023-12-05,1
IBD028554,"Drown, Edo",2023-12-05,2023-12-05,1
IBD028577,"Man Kills Mother, Enugu",2023-12-04,2023-12-04,2
IBD028556,"Youths vs Barber, Delta",2023-12-04,2023-12-04,1
IBD028548,"Cultists Attack, Rivers",2023-12-04,2023-12-04,3
IBD028745,"Cultism, Rivers",2023-12-04,2023-12-04,1
IBD028539,"Inferno, Lagos",2023-12-04,2023-12-04,1
IBD028546,"Soldiers vs Bandits, Kaduna",2023-12-04,2023-12-04,3
IBD028675,"Man vs Woman, Abia",2023-12-04,2023-12-04,1
IBD028544,"Auto Crash, Lagos",2023-12-04,2023-12-04,4
IBD028588,"Auto Crash, Lagos",2023-12-04,2023-12-04,1
IBD028930,"Domestic Violence, Abia",2023-12-04,2023-12-04,1
IBD028552,"Police vs Gunmen, Imo",2023-12-04,2023-12-04,1
IBD028542,"Army Bombs Villagers, Kaduna",2023-12-03,2023-12-04,127
IBD028549,"Bandits Kill Driver, Niger",2023-12-03,2023-12-03,1
IBD028550,"Gunmen Attack, Taraba",2023-12-03,2023-12-03,33
IBD028545,"Police vs Kidnappers, Adamawa",2023-12-03,2023-12-03,2
IBD028538,"Cult Killing, Rivers",2023-12-03,2023-12-03,1
IBD028528,"Piracy, Bayelsa (Offshore)",2023-12-02,2023-12-02,1
IBD028567,"Bandits vs Soldier, Kaduna",2023-12-02,2023-12-02,1
IBD028562,"Footballer Slumped, Ogun",2023-12-02,2023-12-02,1
IBD028557,"Auto Crash, Ogun",2023-12-02,2023-12-02,1
IBD028529,"Man vs Neighbour, Edo",2023-12-02,2023-12-02,1
IBD028532,"Suspect Kills Policeman, Worshipper, Delta",2023-12-02,2023-12-02,3
IBD028530,"Kidnappers vs Boy, FCT (Abuja)",2023-12-02,2023-12-02,1
IBD028536,"Petrol Tanker, Lagos",2023-12-02,2023-12-02,1
IBD028531,"Auto Crash, Akwa Ibom",2023-12-02,2023-12-02,5
IBD028534,"Herdsmen Attack, Benue",2023-12-02,2023-12-02,11
IBD028551,"Yam Farmer, Kwara",2023-12-02,2023-12-02,1
IBD028561,"Robbers Raid Hostel, Ogun",2023-12-02,2023-12-02,1
IBD028537,"Banditry, Sokoto",2023-12-02,2023-12-02,3
IBD028540,"Robbers Kill Student, Bauchi",2023-12-02,2023-12-02,1
IBD028558,"Auto Crash, Ogun",2023-12-02,2023-12-02,1
IBD028570,"Ritual Killings, Bayelsa",2023-12-01,2023-12-10,10
IBD028606,"Auto Crash, Ebonyi",2023-12-01,2023-12-01,1
IBD028535,"Banditry, Sokoto",2023-12-01,2023-12-01,5
IBD028564,"Pastor vs Newborn, Ondo",2023-12-01,2023-12-01,1
IBD028522,"Wheelbarrow Pusher vs Revenue Collector, Edo",2023-12-01,2023-12-01,1
IBD028523,"Vigilantes vs Bandit, Kebbi",2023-12-01,2023-12-01,1
IBD028563,"Assailants vs Lady, Lagos",2023-12-01,2023-11-01,1
IBD028526,"Auto Crash, Oyo",2023-12-01,2023-12-01,3
IBD028516,"Herdsmen Attack, Plateau",2023-11-30,2023-11-30,7
IBD028520,"Auto Crash, Ogun",2023-11-30,2023-11-30,1
IBD028543,"Sorcery, Nasarawa",2023-11-30,2023-11-30,1
IBD028521,"Gunmen vs Businessman, Imo",2023-11-30,2023-11-30,1
IBD028512,"Police vs Teenager, Kano",2023-11-29,2023-11-29,1
IBD028517,"Pastor Kills Wife, Ekiti",2023-11-29,2023-11-29,1
IBD028511,"Accountant Kill by Robbers, Ogun",2023-11-29,2023-11-29,1
IBD028518,"Police vs Kidnapper, Bauchi",2023-11-29,2023-11-29,1
IBD028519,"Boko Haram, Borno",2023-11-29,2023-11-29,4
IBD028514,"Auto Crash, Ogun",2023-11-29,2023-11-29,1
IBD028573,"Man vs Guard, FCT (Abuja)",2023-11-28,2023-11-28,1
IBD028507,"Police vs Gunmen, Anambra",2023-11-28,2023-11-28,4
IBD028513,"Herdsmen Kill Farmers, Taraba",2023-11-28,2023-11-28,2
IBD028510,"Auto Crash, Kwara",2023-11-28,2023-11-28,25
IBD028515,"Bandits vs Hunters, Taraba",2023-11-28,2023-11-28,39
IBD028506,"Police vs gunmen, Delta",2023-11-28,2023-11-28,3
IBD028502,"Corpse Found, Kwara",2023-11-27,2023-11-27,1
IBD028501,"Cult Killing, Lagos",2023-11-27,2023-11-27,2
IBD028505,"Gunmen vs Mechanic, Nasarawa",2023-11-27,2023-11-27,1
IBD028503,"Auto Crash, Kebbi",2023-11-27,2023-11-27,11
IBD028496,"Construction Worker, Lagos",2023-11-27,2023-11-27,1
IBD028494,"Gunmen vs Policemen, Imo",2023-11-27,2023-11-27,3
IBD028493,"Armed Robbery, Enugu",2023-11-26,2023-11-26,3
IBD029090,"Ritual Killing, Ogun",2023-11-26,2023-11-26,1
IBD028504,"Boy in Canal, Lagos",2023-11-26,2023-11-26,1
IBD028509,"Boko Haram Attack, Borno",2023-11-26,2023-11-26,11
IBD028498,"Herders vs Farmers, Kebbi",2023-11-25,2023-11-27,1
IBD028495,"Soldier Drowns, Rivers",2023-11-25,2023-11-25,1
IBD028497,"Auto Crash, Kebbi",2023-11-25,2023-11-25,1
IBD028508,"Security Operatives vs Bandits, Katsina",2023-11-25,2023-11-25,3
IBD028488,"Auto Crash, Lagos",2023-11-25,2023-11-25,1
IBD028490,"Building Collapse, FCT (Abuja)",2023-11-25,2023-11-25,1
IBD028485,"Bandits Kill 1, Zamfara",2023-11-25,2023-11-25,1
IBD028491,"Gunmen Kill Traditional Ruler, Imo",2023-11-25,2023-11-25,1
IBD028489,"Bandits Kill 2, Taraba",2023-11-24,2023-11-24,3
IBD028492,"Cultist Dies, Ogun",2023-11-24,2023-11-24,1
IBD028484,"NAF vs Terrorists, Borno",2023-11-24,2023-11-24,60
IBD028481,"Banditry, Taraba",2023-11-24,2023-11-24,10
IBD028486,"Banditry, Zamfara",2023-11-24,2023-11-24,2
IBD028483,"Soldiers vs Boko Haram, Borno",2023-11-24,2023-11-24,100
IBD028487,"Auto Crash, Kwara",2023-11-24,2023-11-24,8
IBD028480,"Farmer vs Herder, Osun",2023-11-23,2023-11-23,1
IBD028476,"Auto Crash, Edo",2023-11-23,2023-11-23,4
IBD028482,"Gunmen vs Ward Chairman, Imo",2023-11-23,2023-11-23,1
IBD028477,"Army vs Bandits, Zamfara",2023-11-22,2023-11-22,4
IBD028565,"Man Kills Another, Oyo",2023-11-22,2023-11-22,1
IBD028555,"Youths Clash, Anambra",2023-11-22,2023-11-22,2
IBD028467,"Sorcery, Ogun",2023-11-22,2023-11-22,1
IBD028472,"Auto Crash, Lagos",2023-11-22,2023-11-22,1
IBD028479,"Cultist Attack, Rivers",2023-11-22,2023-11-22,1
IBD028475,"Gunmen Kill 4, Plateau",2023-11-22,2023-11-22,4
IBD028443,"Security Operatives vs Kidnappers, Plateau",2023-11-22,2023-11-22,1
IBD028478,"Gunmen Attack, FCT (Abuja)",2023-11-22,2023-11-22,1
IBD028469,"Deafman vs Farmer, Ekiti",2023-11-21,2023-11-21,1
IBD028466,"Army vs Police, Adamawa",2023-11-21,2023-11-21,1
IBD028471,"Auto Crash, Niger",2023-11-21,2023-11-21,20
IBD028810,"One Found Dead, Rivers",2023-11-21,2023-11-21,1
IBD028474,"Gunmen vs Locals, Plateau",2023-11-20,2023-11-20,4
IBD028465,"Army vs Bandits, Kaduna",2023-11-20,2023-11-20,1
IBD028462,"Landlord, Rivers",2023-11-20,2023-11-22,1
IBD028464,"Army vs Bandits, Kaduna",2023-11-20,2023-11-20,5
IBD028463,"Banditry, Zamfara",2023-11-19,2023-11-19,1
IBD028630,"Carpenter vs Woman, Lagos",2023-11-19,2023-11-19,1
IBD028609,"Ritual Killing, Ogun",2023-11-19,2023-11-19,6
IBD028441,"Cult Killing, Kwara",2023-11-18,2023-11-18,2
IBD028451,"Boko Haram Attack, Borno",2023-11-18,2023-11-18,1
IBD028445,"Boko Haram vs ISWAP, Borno",2023-11-18,2023-11-18,60
IBD028468,"Gunmen vs Vigilantes, FCT (Abuja)",2023-11-18,2023-11-18,2
IBD028452,"Boko Haram Attack, Borno",2023-11-18,2023-11-18,3
IBD028454,"Kidnappers Kill 1, FCT (Abuja)",2023-11-18,2023-11-18,1
IBD028473,"Vigilante Chairman, Delta",2023-11-18,2023-11-18,1
IBD028455,"Army vs ISWAP, Borno",2023-11-18,2023-11-18,20
IBD028442,"Auto Crash, Kogi",2023-11-18,2023-11-18,7
IBD028470,"Cult Clash, Lagos",2023-11-18,2023-11-18,1
IBD028437,"Master vs Apprentice, Delta",2023-11-17,2023-11-17,1
IBD028453,"Bandits vs Pastor, Kaduna",2023-11-17,2023-11-17,1
IBD028453,"Bandits vs Pastor, Kaduna",2023-11-17,2023-11-17,1
IBD028437,"Master vs Apprentice, Delta",2023-11-17,2023-11-17,1
IBD028438,"Gunmen vs Policemen, Ebonyi",2023-11-17,2023-11-17,5
IBD028459,"Cult Killing, Nasaraawa",2023-11-17,2023-11-17,1
IBD028613,"Birth Complications, Ogun",2023-11-17,2023-11-17,1
IBD028449,"Soldiers vs Boko Haram, Kaduna",2023-11-16,2023-11-16,24
IBD028433,"Shi'ites Protest, Kaduna",2023-11-16,2023-11-16,1
IBD028431,"Building Collapse, Lagos",2023-11-16,2023-11-16,1
IBD028440,"Boat Mishap, Niger",2023-11-16,2023-11-16,10
IBD028444,"Domestic Violence, Gombe",2023-11-16,2023-11-16,1
IBD028439,"Army vs Bandits, Kaduna",2023-11-16,2023-11-16,6
IBD028424,"Domestic Violence, Kaduna",2023-11-15,2023-11-15,1
IBD029137,"Kidnappers vs Aide, FCT (Abuja)",2023-11-15,2023-11-15,1
IBD028559,"Pregnant Woman, Rivers",2023-11-15,2023-11-15,1
IBD029093,"Gunmen vs Vigilantes, Ebonyi",2023-11-15,2023-11-15,2
IBD031648,"Assailants vs Woman, Kano",2023-11-15,2023-11-15,1
IBD028447,"Banditry, Sokoto",2023-11-15,2023-11-15,6
IBD028430,"Hoodlums Kill Woman, Ondo",2023-11-15,2023-11-15,1
IBD028428,"Fire Incidents, Borno",2023-11-15,2023-11-15,2
IBD028418,"Auto Crash, Ogun",2023-11-14,2023-11-14,6
IBD028414,"Auto Crash, Abia",2023-11-14,2023-11-14,7
IBD028432,"Kidnappers Kill Pastor, Kogi",2023-11-14,2023-11-14,1
IBD028382,"Army vs Terrorists, Kaduna",2023-11-14,2023-11-14,1
IBD028450,"Auto Crash, Edo",2023-11-13,2023-11-13,1
IBD028396,"Domestic Violence, Benue",2023-11-13,2023-11-13,1
IBD028403,"Boat Mishap, Taraba",2023-11-13,2023-11-13,20
IBD028422,"Army vs Bandits, Kaduna",2023-11-13,2023-11-13,2
IBD028420,"Cult Clash, Delta",2023-11-13,2023-11-13,1
IBD028409,"Gunmen Kill 2, Oyo",2023-11-13,2023-11-13,2
IBD028408,"Auto Crash, Lagos",2023-11-13,2023-11-13,2
IBD028416,"Auto Crash, Cross River",2023-11-13,2023-11-13,3
IBD028395,"Political Violence, Bayelsa",2023-11-12,2023-11-12,1
IBD028401,"Gunmen Attack, Kwara",2023-11-12,2023-11-12,2
IBD028394,"Cultists Kill 5, RIvers",2023-11-12,2023-11-12,6
IBD028411,"Police vs Bandits, Zamfara",2023-11-12,2023-11-12,28
IBD028405,"Cult Killing, Ogun",2023-11-12,2023-11-12,3
IBD028392,"Auto Crash, Ogun",2023-11-12,2023-11-12,5
IBD028458,"Banditry, Sokoto",2023-11-12,2023-11-15,4
IBD028410,"Robbers vs Motorcyclist, Oyo",2023-11-12,2023-11-12,1
IBD028651,"Auto Crash, Lagos",2023-11-12,2023-11-12,3
IBD028456,"Banditry, Sokoto",2023-11-12,2023-11-15,4
IBD028400,"Auto Crash, Kano",2023-11-12,2023-11-12,12
IBD028425,"Corpse Found, Ondo",2023-11-11,2023-11-11,1
IBD028399,"Female Peacemaker, Lagos",2023-11-11,2023-11-11,1
IBD028389,"Political Violence, Kogi",2023-11-11,2023-11-11,2
IBD028421,"Hoodlums vs Politician, Lagos",2023-11-11,2023-11-11,1
IBD028500,"Auto Crash, Ondo",2023-11-11,2023-11-11,1
IBD028404,"Army vs Bandits, Kaduna",2023-11-11,2023-11-11,2
IBD028407,"Girl Dies Inside Well, FCT (Abuja)",2023-11-11,2023-11-11,1
IBD028393,"Police vs Kidnapper, Katsina",2023-11-11,2023-11-11,1
IBD028390,"Political Violence, Bayelsa",2023-11-11,2023-11-11,1
IBD028402,"Political Violence, Anambra",2023-11-11,2023-11-11,1
IBD028406,"Herders Kill 10, Benue",2023-11-11,2023-11-12,10
IBD028427,"Auto Crash, Bauchi",2023-11-11,2023-11-11,2
IBD028426,"Auto Crash, Bauchi",2023-11-11,2023-11-11,1
IBD028415,"Political Violence, Kogi",2023-11-11,2023-11-11,1
IBD028380,"Ritual Killing, Oyo",2023-11-10,2023-11-10,1
IBD028398,"Assailants vs Teenager, FCT (Abuja)",2023-11-10,2023-11-10,1
IBD028423,"Retired Permanent Secretory, Oyo",2023-11-10,2023-11-10,1
IBD028384,"Auto Crash, Lagos",2023-11-10,2023-11-10,1
IBD028377,"Auto Crash, Ogun",2023-11-10,2023-11-10,2
IBD028383,"Cult Clash, Ogun",2023-11-10,2023-11-10,2
IBD028379,"Herdsmen Attack, Enugu",2023-11-10,2023-11-10,1
IBD028413,"Security Guard, Ogun",2023-11-10,2023-11-10,1
IBD028434,"Gunmen vs Motorcyclist, Lagos",2023-11-10,2023-11-10,1
IBD028387,"Security Operatives vs Kidnappers, Kebbi",2023-11-10,2023-11-10,3
IBD028429,"Motorist Dies, Lagos",2023-11-10,2023-11-10,1
IBD028385,"Auto Crash, Lagos",2023-11-09,2023-11-09,1
IBD028362,"Boko Haram/ISWAP Mine Explosion, Borno",2023-11-09,2023-11-09,6
IBD028560,"OAU Student, Ogun",2023-11-08,2023-11-08,1
IBD028368,"Banditry, Sokoto",2023-11-08,2023-11-08,5
IBD028370,"Student vs Teacher, Taraba",2023-11-08,2023-11-08,1
IBD028361,"Vigilante Group vs Fulani, Niger",2023-11-08,2023-11-08,4
IBD028373,"Ritual Killing, Ondo",2023-11-08,2023-11-08,2
IBD028366,"Scavenger, Rivers",2023-11-08,2023-11-08,1
IBD028397,"NAF vs Boko Haram, Borno",2023-11-08,2023-11-08,20
IBD028461,"Man vs Okada Rider, Benue",2023-11-08,2023-11-08,1
IBD028360,"Banditry, Kaduna",2023-11-07,2023-11-07,2
