Identifier,Title,Start date,End date,Number of deaths
IBD028363,"Commercial Motorcyclist, FCT (Abuja)",2023-11-07,2023-11-07,1
IBD028369,"Man Drowns, Kwara",2023-11-07,2023-11-07,1
IBD028353,"Electrocution, Ogun",2023-11-07,2023-11-07,1
IBD028367,"Corpse Found, Rivers",2023-11-07,2023-11-07,1
IBD028378,"Motorcycle Thief Lynched, Benue",2023-11-07,2023-11-07,1
IBD028357,"Political Violence, Kogi",2023-11-07,2023-11-07,10
IBD028571,"Man Killed, Lagos",2023-11-07,2023-11-07,1
IBD028419,"Man vs Police, Plateau",2023-11-07,2023-11-07,1
IBD028349,"Cult Clash, Lagos",2023-11-07,2023-11-07,2
IBD028460,"Banditry, FCT (Abuja)",2023-11-07,2023-11-09,36
IBD028787,"Security Operatives vs Woman, Nasarawa",2023-11-07,2023-11-07,1
IBD028351,"Landlord Election, Anambra",2023-11-07,2023-11-07,2
IBD028381,"Detainee vs Police Officer, Lagos",2023-11-06,2023-11-06,1
IBD028339,"Inferno at Embassy, FCT (Abuja)",2023-11-06,2023-11-06,3
IBD028347,"Gunmen Attack, Benue",2023-11-06,2023-11-06,10
IBD028365,"Banditry, Sokoto",2023-11-06,2023-11-06,11
IBD028417,"Assailants vs Man, Plateau",2023-11-06,2023-11-06,1
IBD028346,"Herdsmen Attack, Benue",2023-11-06,2023-11-06,5
IBD028348,"Bullet Proof Charm, Bauchi",2023-11-06,2023-11-06,1
IBD028354,"Boat Mishap, Nasarawa",2023-11-06,2023-11-06,4
IBD028356,"Boy Drowns, Kwara",2023-11-06,2023-11-06,1
IBD028350,"Bandits Kill 5, Katsina",2023-11-06,2023-11-06,5
IBD028359,"Army vs Terrorists, Plateau",2023-11-06,2023-11-06,4
IBD028332,"Boko Haram vs Businessman, Borno",2023-11-05,2023-11-05,1
IBD028341,"Banditry, Niger",2023-11-05,2023-11-05,1
IBD028331,"Banditry, Zamfara",2023-11-05,2023-11-05,2
IBD028244,"Boko Haram Attack, Borno",2023-11-05,2023-11-05,12
IBD028343,"Army vs Bandits, Kaduna",2023-11-05,2023-11-05,1
IBD028333,"Mob Kill Bike Thief, Niger",2023-11-05,2023-11-05,1
IBD028336,"Banditry, Katsina",2023-11-05,2023-11-05,20
IBD028345,"Troops vs Bandits, Kaduna",2023-11-05,2023-11-05,3
IBD028342,"Army vs Bandits, Kaduna",2023-11-05,2023-11-05,2
IBD028364,"Mob Kill Suspected Thief, Bauchi",2023-11-04,2023-11-04,1
IBD028330,"Lightning Kills 3, Anambra",2023-11-04,2023-11-04,3
IBD028328,"Soldiers vs Bandits, Zamfara",2023-11-04,2023-11-04,40
IBD028358,"Political Violence, Bayelsa",2023-11-04,2023-11-04,1
IBD028323,"Piracy, Rivers (Offshore)",2023-11-03,2023-11-03,4
IBD028326,"Gang War, Benue",2023-11-03,2023-11-03,21
IBD028371,"Army vs Bandits, Kaduna",2023-11-03,2023-11-03,2
IBD028412,"Worshipper Dies During Revival, Ogun",2023-11-03,2023-11-03,1
IBD028320,"Auto Crash, Kebbi",2023-11-03,2023-11-03,11
IBD028322,"Soldiers vs Boko Haram, Borno",2023-11-03,2023-11-03,80
IBD031259,"Kidnappers Kill Man, Niger",2023-11-02,2023-11-02,1
IBD028315,"Auto Crash, FCT (Abuja)",2023-11-02,2023-11-02,8
IBD028321,"Soldiers vs Boko Haram, Yobe",2023-11-02,2023-11-02,80
IBD028318,"Banditry, Sokoto",2023-11-02,2023-11-02,6
IBD028344,"Woman Inside Canal, Ogun",2023-11-02,2023-11-02,1
IBD028334,"Hoodlums vs Man, Bauchi",2023-11-02,2023-11-02,2
IBD028374,"Army vs Bandits, Kaduna",2023-11-02,2023-11-02,1
IBD028733,"Gunmen Kill 2, Plateau",2023-11-02,2023-11-02,2
IBD028569,"Inferno, Kano",2023-11-01,2023-11-30,2
IBD028325,"Police vs Armed Robbers, Rivers",2023-11-01,2023-11-01,1
IBD028311,"Terrorists vs Travelers, Zamfara",2023-11-01,2023-11-01,15
IBD028319,"Police Kill Kidnapper, Bauchi",2023-11-01,2023-11-01,1
IBD028314,"Security Operatives vs Kidnappers, Plateau",2023-11-01,2023-11-01,2
IBD028307,"Mob vs Thugs, Anambra",2023-11-01,2023-11-01,2
IBD028617,"Assailants vs Man, Enugu",2023-11-01,2023-11-01,1
IBD028324,"Soldiers vs Bandits, Zamfara",2023-11-01,2023-11-01,10
IBD028309,"1 Killed, Imo",2023-11-01,2023-11-01,1
IBD028375,"Army vs Bandits, Kaduna",2023-11-01,2023-11-01,4
IBD028292,"Building Collapse, Ekiti",2023-10-31,2023-10-31,1
IBD028295,"Auto Crash, Lagos",2023-10-31,2023-10-31,3
IBD028306,"Villagers vs Bandits, Bauchi",2023-10-31,2023-10-31,1
IBD028296,"Banditry, Kaduna",2023-10-31,2023-10-31,1
IBD028327,"Soldiers vs Bandits, Katsina",2023-10-31,2023-11-01,10
IBD028298,"Sex Romp, Kwara",2023-10-31,2023-10-31,1
IBD028313,"Mysterious Death, Lagos",2023-10-31,2023-10-31,1
IBD028310,"Boko Haram Attack, Yobe",2023-10-31,2023-10-31,22
IBD028304,"Auto Crash, Zamfara",2023-10-31,2023-10-31,12
IBD028297,"Army vs Terrorists, Zamfara",2023-10-30,2023-10-30,3
IBD028293,"Boko Haram vs Police, Borno",2023-10-30,2023-10-30,1
IBD028302,"Soldiers vs Bandit, Kaduna",2023-10-30,2023-10-30,1
IBD028300,"Gunmen vs Traditional Ruler, Taraba",2023-10-30,2023-10-30,1
IBD028317,"Protester Killed, Rivers",2023-10-30,2023-10-30,1
IBD028335,"Boko Haram Attack, Borno",2023-10-30,2023-10-31,39
IBD028299,"Army vs Bandits, Kebbi",2023-10-30,2023-10-30,3
IBD028303,"Boko Haram Attack, Yobe",2023-10-30,2023-10-30,25
IBD028272,"Assailants vs Lecturer, Niger",2023-10-29,2023-10-29,1
IBD028286,"Herdsmen Attack, Benue",2023-10-29,2023-10-29,3
IBD028290,"Security Operatives vs Gunmen, Anambra",2023-10-29,2023-10-29,2
IBD028278,"Bandits Kill Teacher, Kaduna",2023-10-29,2023-10-29,3
IBD028281,"Boko Haram Attack, Borno",2023-10-29,2023-10-29,1
IBD028285,"Herdsmen Attack, Benue",2023-10-29,2023-10-29,4
IBD028289,"NAF vs Boko Haram Terrorists, Borno",2023-10-29,2023-10-29,22
IBD028271,"Boat Mishap, Taraba",2023-10-28,2023-10-28,95
IBD028316,"Bandits Kill 2, Kaduna",2023-10-28,2023-10-28,2
IBD028329,"Herdsmen vs Man, Plateau",2023-10-28,2023-10-28,1
IBD028355,"Assailants vs Motorcyclist, Plateau",2023-10-28,2023-10-28,3
IBD028277,"Kidnappers Kill Baby, Kwara",2023-10-28,2023-10-28,1
IBD028279,"Army vs Terrorists, Anambra",2023-10-28,2023-10-28,2
IBD028275,"Two Men Die, Kano",2023-10-28,2023-10-28,2
IBD028352,"Robbery Gang Killed, Ondo",2023-10-28,2023-10-28,1
IBD028274,"Gunmen Kill 1, Benue",2023-10-28,2023-10-28,1
IBD028276,"Sea Pirates vs Fishermen, Akwa Ibom (Offshore)",2023-10-28,2023-10-28,9
IBD029525,"Gunmen vs Policemen, Abia",2023-10-27,2023-10-27,2
IBD031414,"Man Kills Baby, Delta",2023-10-27,2023-10-27,1
IBD028273,"Cult Clash, Edo",2023-10-27,2023-10-27,4
IBD028312,"Man Drowns in Beach, Lagos",2023-10-27,2023-10-27,1
IBD028280,"Farmer Killed, FCT (Abuja)",2023-10-26,2023-10-26,1
IBD028264,"Army vs Boko Haram, Yobe",2023-10-26,2023-10-26,4
IBD028270,"Banditry, Zamfara",2023-10-26,2023-10-26,6
IBD028301,"Boat Mishap, Lagos",2023-10-26,2023-10-26,2
IBD028283,"Electrocution, Edo",2023-10-26,2023-10-26,1
IBD028269,"Herdsmen Attack, Benue",2023-10-26,2023-10-27,3
IBD028284,"Communal Clash, Cross River",2023-10-26,2023-10-26,20
IBD028254,"Assailants vs Motorcyclist, Osun",2023-10-25,2023-10-25,1
IBD028261,"Gunmen vs Policeman, Abia",2023-10-25,2023-10-25,1
IBD028263,"Army vs Boko Haram, Yobe",2023-10-25,2023-10-25,6
IBD028265,"Police Kill 1, Rivers",2023-10-25,2023-10-25,1
IBD028259,"Ritual Killing, Rivers",2023-10-25,2023-10-25,1
IBD028268,"Soldiers vs Bandits, Kaduna",2023-10-25,2023-10-25,2
IBD028291,"Bandits Kill Woman, Katsina",2023-10-24,2023-10-24,1
IBD028257,"Bandits Attack, Kaduna",2023-10-24,2023-10-24,2
IBD028258,"Bandits Attack, Kaduna",2023-10-24,2023-10-24,1
IBD028256,"Gunmen Attack, Edo",2023-10-24,2023-10-24,3
IBD028631,"Man vs Wife, Lagos",2023-10-24,2023-10-24,1
IBD028250,"Domestic Violence, Benue",2023-10-24,2023-10-24,1
IBD028246,"Ansaru Attack, Kaduna",2023-10-24,2023-10-24,2
IBD028251,"Soldiers vs Bandits, Plateau",2023-10-24,2023-10-24,4
IBD028234,"Baby Dies, Abia",2023-10-23,2023-10-23,1
IBD028247,"Assailants vs Businesswoman, Akwa Ibom",2023-10-23,2023-10-23,1
IBD028249,"Army vs ISWAP, Borno",2023-10-23,2023-10-23,9
IBD028230,"Vigilante Member Dies, Edo",2023-10-23,2023-10-23,1
IBD028248,"Gunmen vs IDPs, Benue",2023-10-23,2023-10-23,3
IBD028253,"Woman vs Neighbour, Cross River",2023-10-23,2023-10-23,1
IBD028233,"Commuters, Kwara",2023-10-23,2023-10-23,3
IBD028252,"Army vs Bandits, Sokoto",2023-10-23,2023-10-24,25
IBD028236,"Security Operatives vs Bandits, Kebbi",2023-10-22,2023-10-22,1
IBD028226,"Auto Crash, Ogun",2023-10-22,2023-10-22,5
IBD028235,"Banditry, Katsina",2023-10-22,2023-10-22,7
IBD028245,"Ritual Killing, Oyo",2023-10-22,2023-10-22,1
IBD028242,"Assailants vs Student, Gombe",2023-10-22,2023-10-22,1
IBD028224,"Auto Crash, Kwara",2023-10-22,2023-10-22,2
IBD028229,"Woman Dies, Cross River",2023-10-22,2023-10-22,1
IBD028232,"Man vs Student, Bauchi",2023-10-22,2023-10-22,1
IBD028676,"Gunmen Attack, Plateau",2023-10-21,2023-10-21,8
IBD029326,"Medical Negligence, Lagos",2023-10-21,2023-10-21,1
IBD028243,"Ex-in-law vs Man, Niger",2023-10-21,2023-10-21,1
IBD028227,"Tanker Explosion, Kwara",2023-10-21,2023-10-21,5
IBD028225,"Army vs Gunmen, Imo",2023-10-21,2023-10-21,1
IBD028217,"Mysterious Death, Borno",2023-10-21,2023-10-21,1
IBD028262,"Student Kidnapper Kills Child, Plateau",2023-10-21,2023-10-21,1
IBD028215,"Mysterious Death, Abia",2023-10-20,2023-10-20,1
IBD028212,"Army vs ISWAP, Borno",2023-10-20,2023-10-20,6
IBD028214,"Mob vs Man, Nasarawa",2023-10-20,2023-10-20,1
IBD028219,"Mob vs Man, Kogi",2023-10-20,2023-10-20,1
IBD028211,"Boat Mishap, Niger",2023-10-20,2023-10-20,2
IBD028216,"Assassins vs Mother, Gombe",2023-10-20,2023-10-20,1
IBD028220,"Auto Crash, Osun",2023-10-20,2023-10-20,7
IBD028209,"Flooding, Abuja",2023-10-20,2023-10-20,1
IBD028223,"Clerics vs Surveyor, Oyo",2023-10-20,2023-10-20,1
IBD028208,"Bank Robbery, Benue",2023-10-20,2023-10-20,9
IBD028260,"NAF vs Bandits, Niger",2023-10-20,2023-10-20,50
IBD028218,"Security Operatives vs Bandits, Bauchi",2023-10-19,2023-10-19,1
IBD028231,"Boat Mishap, Edo",2023-10-19,2023-10-19,5
IBD028201,"Auto Crash, Kwara",2023-10-19,2023-10-19,1
IBD028221,"Auto Crash, Akwa Ibom",2023-10-19,2023-10-19,3
IBD028228,"Boko Haram vs Customs Officer, Yobe",2023-10-19,2023-10-19,1
IBD028210,"Auto Crash, Anambra",2023-10-19,2023-10-19,1
IBD028222,"Student Dies, Kaduna",2023-10-19,2023-10-19,1
IBD029860,"Police Officer Killed One, Imo",2023-10-18,2023-10-18,1
IBD028207,"Gunmen vs Officer, Cross River",2023-10-18,2023-10-18,1
IBD028192,"Banditry, Kebbi",2023-10-18,2023-10-18,2
IBD028197,"Auto Crash, Yobe",2023-10-18,2023-10-18,23
IBD028200,"Assailants vs Corps Member, Kaduna",2023-10-18,2023-10-18,1
IBD028204,"Robbers vs Bread Seller, Kwara",2023-10-18,2023-10-18,1
IBD028198,"Man vs Community Volunteer Guard, Benue",2023-10-18,2023-10-18,1
IBD028202,"Man vs Teacher, Delta",2023-10-18,2023-10-18,1
IBD028238,"Bandits Attack, Kaduna",2023-10-18,2023-10-21,3
IBD028205,"Banditry, Kaduna",2023-10-18,2023-10-18,1
IBD028193,"Filling Station Fire, Ogun",2023-10-18,2023-10-18,2
IBD028203,"3 People Burnt To Death, Anambra",2023-10-18,2023-10-18,3
IBD028190,"Fulani Herdsmen Attack, Benue",2023-10-17,2023-10-17,5
IBD028191,"Fulani Herdsmen Attack, Benue",2023-10-17,2023-10-17,4
IBD028196,"Army vs Terrorist's, Kaduna",2023-10-17,2023-10-17,4
IBD028188,"Gunmen Kill Businessman, Niger",2023-10-17,2023-10-17,1
IBD028267,"Man vs Girlfriend, Delta",2023-10-17,2023-10-17,1
IBD028186,"Boy Dies, Ogun",2023-10-17,2023-10-17,1
IBD028189,"Assailants vs Lawmaker's Daughter, Borno",2023-10-17,2023-10-17,1
IBD028436,"Man vs Teenage Girl, Enugu",2023-10-17,2023-10-17,1
IBD028194,"Assailants vs Doctor, Nasarawa",2023-10-17,2023-10-17,1
IBD018157,"Ritual Killing, Oyo",2023-10-16,2023-10-16,1
IBD028178,"Twin Die, Lagos",2023-10-16,2023-10-16,2
IBD028156,"Man Kills Woman, Edo",2023-10-16,2023-10-16,1
IBD028195,"Banditry, Zamfara",2023-10-16,2023-10-16,3
IBD028241,"Boko Haram kills 7, Borno",2023-10-16,2023-10-16,7
IBD028858,"Cult Clash, Ebonyi",2023-10-15,2023-10-15,4
IBD029709,"Ritual Killing, Ondo",2023-10-15,2023-10-15,1
IBD028180,"Bandits Kill 2, Kaduna",2023-10-15,2023-10-15,4
IBD028176,"Auto Crash, Ogun",2023-10-15,2023-10-15,1
IBD028181,"Domestic Violence, Delta",2023-10-15,2023-10-15,1
IBD028239,"Assailants vs Women, Plateau",2023-10-15,2023-10-15,2
IBD028240,"Assailants Kill Man, Plateau",2023-10-15,2023-10-15,1
IBD028255,"Missing Genital, FCT (Abuja)",2023-10-15,2023-10-15,1
IBD028173,"Youths vs Police, Delta",2023-10-15,2023-10-15,1
IBD028184,"Gunmen vs Vigilante, Bauchi",2023-10-15,2023-10-15,9
IBD028177,"Fulani Herdsmen Attack, Oyo",2023-10-14,2023-10-14,5
IBD028168,"Auto Crash, Lagos",2023-10-14,2023-10-14,3
IBD028172,"Police vs Kidnapper, FCT (Abuja)",2023-10-14,2023-10-14,1
IBD028305,"Hoodlums vs Okada Riders, Ondo",2023-10-14,2023-10-20,20
IBD028164,"Cult Clash, Ogun",2023-10-14,2023-10-14,3
IBD028171,"NAF vs Terrorists, Borno",2023-10-14,2023-10-14,55
IBD028169,"Herders Kill 3, Benue",2023-10-14,2023-10-14,3
IBD028266,"Auto Crash, Oyo",2023-10-14,2023-10-14,15
IBD028175,"Flood Victim, Enugu",2023-10-14,2023-10-14,1
IBD028162,"Electrocution, Plateau",2023-10-13,2023-10-13,9
IBD028185,"Gunmen vs Registrar, Imo",2023-10-13,2023-10-13,1
IBD028166,"Herdsmen vs Travellers, Benue",2023-10-13,2023-10-13,3
IBD028206,"Hoodlums vs Teachers, Ebonyi",2023-10-13,2023-10-13,2
IBD028237,"Police vs Man, Anambra",2023-10-13,2023-10-13,1
IBD028167,"Army vs Bandit, Kadauna",2023-10-13,2023-10-13,1
IBD028153,"Tanker Crash, Lagos",2023-10-12,2023-10-12,10
IBD028155,"Thunder Strike, Benue",2023-10-12,2023-10-12,1
IBD028163,"Flood Disaster, Imo",2023-10-11,2023-10-11,1
IBD028152,"Gunmen Kill 2, Taraba",2023-10-11,2023-10-11,2
IBD028160,"IPOB/ESN vs Victims, Imo",2023-10-11,2023-10-11,10
IBD028151,"Building Collapse, Osun",2023-10-11,2023-10-11,2
IBD028187,"Gunmen vs NSCDC Personnel, Bauchi",2023-10-11,2023-10-11,1
IBD028154,"Bandits vs Ransom Bearer, Kaduna",2023-10-11,2023-10-11,1
IBD028174,"NAF vs Bandits, Zamfara",2023-10-11,2023-10-11,50
IBD028143,"Banditry, Sokoto",2023-10-10,2023-10-10,4
IBD028148,"Auto Crash, FCT (Abuja)",2023-10-10,2023-10-10,3
IBD028146,"Cultists vs Mechanic, Rivers",2023-10-10,2023-10-10,1
IBD028183,"Assailants vs Driver, Rivers",2023-10-10,2023-10-10,1
IBD028150,"Auto Crash, Ogun",2023-10-10,2023-10-10,3
IBD028182,"Kidnappers vs Man, Edo",2023-10-10,2023-10-10,1
IBD028147,"Gunmen vs Businessman, Rivers",2023-10-10,2023-10-10,1
IBD028179,"Domestic Violence, Akwa Ibom",2023-10-10,2023-10-10,1
IBD028157,"Security Operatives vs Kidnapper, Niger",2023-10-10,2023-10-10,1
IBD028140,"Auto Crash, Abia",2023-10-10,2023-10-10,1
IBD028131,"Auto Crash, Ogun",2023-10-10,2023-10-10,4
IBD028199,"Man KIlls Friend, Benue",2023-10-10,2023-10-10,1
IBD028141,"Sorcery, Bauchi",2023-10-10,2023-10-10,1
IBD028144,"Banditry, Niger",2023-10-10,2023-10-10,1
IBD028213,"Army vs Bandit, Benue",2023-10-09,2023-10-09,1
IBD028161,"Cab Driver, Ogun",2023-10-09,2023-10-09,1
IBD028138,"Haulage Driver, Anambra",2023-10-09,2023-10-09,1
IBD028136,"Assailant vs Woman, Delta",2023-10-09,2023-10-09,1
IBD028134,"Gunmen vs Vigilante, Delta",2023-10-09,2023-10-09,2
IBD028132,"Man vs Trader, Edo",2023-10-08,2023-10-08,1
IBD028340,"Inferno, Kano",2023-10-08,2023-10-15,8
IBD028128,"Banditry, Sokoto",2023-10-08,2023-10-08,1
IBD028123,"Thugs Clash, Kogi",2023-10-07,2023-10-07,2
IBD028119,"Banditry, Kaduna",2023-10-07,2023-10-07,4
IBD028137,"Police vs Kidnappers, Bauchi",2023-10-07,2023-10-07,67
IBD028149,"Gunmen Attack, Benue",2023-10-07,2023-10-07,4
IBD028122,"Herders vs Farmers, Kebbi",2023-10-07,2023-10-07,2
IBD028376,"Kidnap Victims, Kaduna",2023-10-07,2023-10-07,5
IBD028129,"Auto Crash, Imo",2023-10-06,2023-10-06,4
IBD028126,"Gunmen Attack, Imo",2023-10-06,2023-10-06,2
IBD028133,"Man vs Mob, FCT ( Abuja)",2023-10-05,2023-10-05,1
IBD028118,"Man Kills 8, Adamawa",2023-10-05,2023-10-05,9
IBD028105,"Man Kills 9, Adamawa",2023-10-05,2023-10-05,9
IBD028115,"Banditry, Benue",2023-10-05,2023-10-05,2
IBD028130,"Auto Crash, Oyo",2023-10-05,2023-10-05,2
IBD028139,"Domestic Violence, Kwara",2023-10-04,2023-10-04,1
IBD028111,"Auto Crash, Lagos",2023-10-04,2023-10-04,1
IBD028113,"Auto Crash, Lagos",2023-10-04,2023-10-04,3
IBD028108,"Gunmen Attack, Osun",2023-10-04,2023-10-04,1
IBD028112,"Police vs Robbers, Lagos",2023-10-04,2023-10-04,1
IBD028109,"Communal Crisis, Osun",2023-10-04,2023-10-04,7
IBD028100,"Auto Crash, Lagos",2023-10-03,2023-10-03,3
IBD028102,"Church Building Collapse, Benue",2023-10-03,2023-10-03,1
IBD027921,"Brothers vs Man, Akwa Ibom",2023-10-02,2023-10-02,1
IBD028135,"Security Operatives Kill 5, Katsina",2023-10-02,2023-10-02,5
IBD028099,"Boat Mishap, Kebbi",2023-10-02,2023-10-02,23
IBD028098,"Bandits Kill LGA Councillor, Katsina",2023-10-02,2023-10-02,1
IBD028094,"Banditry, Sokoto",2023-10-02,2023-10-02,3
IBD028114,"Gunmen Attack, Kogi",2023-10-02,2023-10-02,1
IBD028120,"Gunmen Kill 3, Benue",2023-10-02,2023-10-05,3
IBD028125,"Man vs Station Manager, Edo",2023-10-02,2023-10-02,1
IBD028092,"Army vs Gunmen, Imo",2023-10-02,2023-10-02,12
IBD028080,"Electrocution, Taraba",2023-10-02,2023-10-02,4
IBD028086,"Gunmen Attack, Benue",2023-10-02,2023-10-02,1
IBD028110,"Vigilante vs Man, Niger",2023-10-02,2023-10-02,1
IBD028089,"Gunmen Kill Man, Delta",2023-10-01,2023-10-01,1
IBD031578,"Pastor's Corpse, Bayelsa",2023-10-01,2023-10-01,1
IBD028083,"Gunmen Kill 9, Plateau",2023-10-01,2023-10-01,8
IBD028081,"Auto Crash/Inferno, Delta",2023-10-01,2023-10-01,7
IBD028091,"ISWAP vs Boko Haram, Borno",2023-10-01,2023-10-01,1
IBD028104,"Assailants vs Consultant, Rivers",2023-10-01,2023-10-01,1
IBD028090,"ISWAP Kill 1, Borno",2023-10-01,2023-10-01,1
IBD028085,"Auto Crash, Ogun",2023-10-01,2023-10-01,1
IBD028107,"Men Behead Woman, Kogi",2023-10-01,2023-10-01,1
IBD028282,"Found Dead, Abia",2023-09-30,2023-09-30,70
IBD028294,"Boko Haram vs Police, Borno",2023-09-30,2023-09-30,1
IBD028082,"Fire Outbreak, Rivers",2023-09-30,2023-09-30,28
IBD028159,"Couple Found Dead, Delta",2023-09-30,2023-09-30,2
IBD028097,"Man Drowns, Ogun",2023-09-30,2023-09-30,1
IBD028078,"Banditry, Kaduna",2023-09-30,2023-09-30,1
IBD028527,"Robbery Attack, Ogun",2023-09-30,2023-10-20,2
IBD028106,"Auto Crash, Lagos",2023-09-29,2023-09-29,1
IBD028087,"ISWAP Kill 2, Borno",2023-09-29,2023-10-01,2
IBD028101,"Vigilante vs Okada Man, Niger",2023-09-29,2023-09-29,1
IBD028073,"Mob vs Commercial Driver, Plateau",2023-09-28,2023-09-28,1
IBD028088,"Army vs ISWAP, Borno",2023-09-28,2023-09-28,20
IBD028077,"Hotel Manager, Kwara",2023-09-28,2023-09-28,1
IBD028142,"Domestic Violence, Bauchi",2023-09-28,2023-09-28,1
IBD028096,"Undergraduate Student, Katsina",2023-09-28,2023-09-28,1
IBD028066,"Auto Crash, Ogun",2023-09-27,2023-09-27,1
IBD028071,"Police vs Kidnappers, Delta",2023-09-27,2023-09-27,4
IBD028095,"NAF vs Boko Haram, Borno",2023-09-27,2023-09-30,18
IBD028072,"Auto Crash, Osun",2023-09-27,2023-09-27,4
IBD028075,"Woman vs Stepson, Lagos",2023-09-27,2023-09-27,1
IBD029811,"Retired General, Imo",2023-09-27,2023-09-27,1
IBD028069,"Gunmen Attack, Kaduna",2023-09-26,2023-09-26,1
IBD028067,"Bandits Kill 6, Kaduna",2023-09-26,2023-09-26,6
IBD028068,"Gunmen Kill 2, Kwara",2023-09-26,2023-09-26,2
IBD028084,"Assailants vs Woman, FCT (Abuja)",2023-09-26,2023-09-26,1
IBD028065,"Woman vs Husband, Ondo",2023-09-26,2023-09-26,1
IBD028062,Auto Crash. Edo,2023-09-25,2023-09-25,5
IBD028074,"Flood Disaster, Gombe",2023-09-25,2023-09-25,1
IBD028070,"Gunmen Attack, Edo",2023-09-24,2023-09-24,2
IBD028060,"Man Drowns, Kano",2023-09-24,2023-09-24,1
IBD028054,"Army vs Bandits, Sokoto",2023-09-24,2023-09-24,20
IBD028064,"Auto Crash, FCT (Abuja)",2023-09-24,2023-09-24,1
IBD028050,"Boko Haram Attack, Borno",2023-09-23,2023-09-23,5
IBD028045,"Army vs Bandits, Zamfara",2023-09-23,2023-09-23,5
IBD028057,"Boko Haram vs Farmers, Borno",2023-09-23,2023-09-23,10
IBD028063,"Man vs Neigbhour, Delta",2023-09-23,2023-09-23,1
IBD028079,"Man Kills Lady, Kaduna",2023-09-23,2023-09-23,1
IBD028053,"Gunmen vs Fulani Leader, Plateau",2023-09-23,2023-09-23,1
IBD028047,"Pastor Kills Young Lady, Delta",2023-09-22,2023-09-22,1
IBD028049,"Electrocusion, Lagos",2023-09-21,2023-09-21,2
IBD028034,"Gunmen vs Nursing Mother, Osun",2023-09-21,2023-09-21,1
IBD028048,"Assailants vs Man, Abia",2023-09-21,2023-09-21,1
IBD028046,"Gunmen vs Vigilantes, Edo",2023-09-21,2023-09-21,6
IBD028061,"Herdsmen vs Farmers, Nasarawa",2023-09-20,2023-09-20,1
IBD028038,"Gunmen Attack, Benue",2023-09-20,2023-09-20,3
IBD028036,"Security Operatives vs Kidnappers, Anambra",2023-09-20,2023-09-20,1
IBD028037,"Banditry, Kebbi",2023-09-20,2023-09-20,23
IBD028042,"Gunmen vs Police Officer, Enugu",2023-09-20,2023-09-20,2
IBD028031,"NAF vs Boko Terrorists, Borno",2023-09-20,2023-09-20,8
IBD028165,"Man vs Friend, Ondo",2023-09-20,2023-09-20,1
IBD028026,"Gunmen vs Security Operatives, Imo",2023-09-19,2023-09-19,9
IBD028029,"Man Dies Inside Well, Kano",2023-09-19,2023-09-19,1
IBD028059,"Herders Attack, Nasarawa",2023-09-19,2023-09-19,1
IBD028033,"Hunter vs Girl, Lagos",2023-09-19,2023-09-19,1
IBD028011,"Auto Crash, Anambra",2023-09-18,2023-09-18,1
IBD028116,"Man vs Friend, Imo",2023-09-18,2023-09-18,1
IBD028058,"Herders vs Farmers, Nasarawa",2023-09-18,2023-09-19,2
IBD028020,"Army vs Gunmen, Abia",2023-09-18,2023-09-18,3
IBD028019,"Security Operatives vs Gunmen, Enugu",2023-09-18,2023-09-18,3
IBD028027,"Police vs Kidnappers, Rivers",2023-09-18,2023-09-18,4
IBD028025,"Boy Dies, Lagos",2023-09-18,2023-09-18,1
IBD028028,"Bandits, Niger",2023-09-17,2023-09-17,4
IBD028055,"Herders vs Employer, Oyo",2023-09-17,2023-09-17,1
IBD028009,"Auto Crash, Ogun",2023-09-17,2023-09-17,5
IBD028032,"Doctor Dies, Lagos",2023-09-17,2023-09-17,1
IBD028018,"Flood Disaster, Plateau",2023-09-17,2023-09-18,4
IBD028024,"Banditry, Sokoto",2023-09-17,2023-09-17,10
IBD028007,"Communal Clash, Osun",2023-09-17,2023-09-17,1
IBD028023,"Banditry, Kebbi",2023-09-17,2023-09-17,15
IBD028041,"Boko Haram Kill Farmers, Borno",2023-09-16,2023-09-16,2
IBD028006,"Auto Crash, Kogi",2023-09-16,2023-09-16,1
IBD028022,"Gunmen vs Boy, FCT (Abuja)",2023-09-16,2023-09-16,1
IBD028001,"Assailant vs Man, Osun",2023-09-16,2023-09-16,1
IBD028015,"Auto Crash, Lagos",2023-09-16,2023-09-16,1
IBD028021,"Banditry, Kaduna",2023-09-16,2023-09-16,1
IBD028040,"Brothers vs Journalist, Zamfara",2023-09-16,2023-09-16,1
IBD027996,"Auto Crash, Ekiti",2023-09-15,2023-09-15,3
IBD028003,"Flooding, Lagos",2023-09-15,2023-09-15,1
IBD030670,"Police vs Man, Rivers",2023-09-15,2024-09-01,1
IBD028005,"Banditry, Kaduna",2023-09-15,2023-09-15,2
